text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain,neutralized_text,index
i think my boss might quit  which will leave my company screwed,0,0,0,0,0,0,0,1,0,"I think my supervisor might quit, which will leave my company in a difficult situation.",246
i think my husband is cheating on me.,0,0,0,1,0,1,1,0,0,I think my partner is cheating on me.,247
i think work has been getting stressful,0,0,0,0,0,0,0,1,0,I think work has been becoming stressful.,248
i totaled my car and i need another car asap.,1,1,1,1,0,0,0,0,0,I totaled my vehicle and need another one as soon as possible.,249
i want to finish my paper,0,0,0,0,1,0,0,1,0,I want to finish the paper.,250
i want to help with your stree.,0,1,0,0,0,0,0,0,0,I want to help with your stress.,251
I was just laid off.,1,0,0,1,0,0,0,1,0,I was recently laid off.,252
i was late for work again,0,0,1,0,0,0,0,1,0,I was late for work again.,253
i was talking to me. x and i told him what was on my mind.,0,0,0,1,0,0,1,0,0,I was talking to my partner and told them what was on my mind.,254
i went to pick up medicine and my insurance was denied.  i tried to call the company,1,1,0,0,0,0,0,0,1,I went to pick up medicine and my insurance was denied. I tried to call the company.,255
I went to the store and I cannot buy anything I need because of the panic buying.,1,1,1,1,0,0,0,0,1,I went to the store and could not buy anything needed because of the panic buying.,256
I worried about losing my job because of the coronavirus.,1,1,0,0,0,0,0,1,0,I worried about losing my job because of the coronavirus.,257
i would feel happy that my friend was inquiring about my mood,0,1,0,1,0,0,1,0,0,I would feel happy that my friend was asking about my mood.,258
i would say the fact that my boyfriend has not been returning my calls.,0,0,0,1,0,1,1,0,0,I would say the fact that my partner has not been returning my calls.,259
"i would tell them to tell me more, i would express my sympathy and offer to help.",0,1,0,1,0,1,1,0,0,"I would ask them to share more, express my sympathy, and offer to help.",260
i would text back asking who they were.,0,1,0,0,0,0,1,0,0,I would text back asking who they were.,261
"if possible, give me a call to discuss.",0,1,0,0,0,0,0,0,0,"If possible, please give me a call to discuss.",262
i'm a caregiver for a 99-year-old lady who is prone to falls.,0,1,0,1,0,1,1,1,0,I’m a caregiver for an elderly person who is prone to falls.,263
i'm behind on my bills and it feels like i'm never going to be able to get ahead.,1,0,0,0,0,0,0,0,0,I am behind on my bills and it feels like I will never be able to get ahead.,264
"i'm broke as a joke, something has to give.",1,0,0,1,0,0,0,0,0,"I'm completely out of money, something has to change.",265
im constantly in pain and the doctors have no idea what to do,0,0,1,1,0,0,0,0,1,I am constantly in pain and the doctors have no idea what to do.,266
i'm cooking dinner for the inlaws tonight.  why bother they hate me?,0,0,0,1,0,1,0,0,0,"I'm cooking dinner for my partner's family tonight. Why bother, they dislike me?",267
I'm currently worried about the corona virus and my job security.,1,1,0,1,0,0,0,1,1,I am currently worried about the virus and job security.,268
i'm due in court in two weeks over a custody dispute.,0,1,0,0,0,1,0,0,0,I have a court date in two weeks regarding a custody dispute.,269
im feeling a little bit stress about work and ive had a very long day.,0,0,0,0,0,0,0,1,1,I'm feeling a little bit stressed about work and have had a very long day.,270
i'm feeling super stressed about work.,0,0,0,1,0,0,0,1,0,I'm feeling super stressed about work.,271
i'm going to be applying and interviewing for pharmacy schools soon and it's stressful.,0,0,1,0,1,0,0,0,0,I am going to be applying and interviewing for pharmacy schools soon and it is stressful.,272
i'm having trouble finding work.,1,0,0,1,0,0,1,1,0,I am having trouble finding work.,273
i'm in the process of job hunting and almond is very sick.,0,1,1,0,0,0,1,1,1,I am in the process of job hunting and Almond is very sick.,274
"im just feeling under appreciated ya know, and super depressed.",0,0,1,1,0,0,1,0,0,"I'm just feeling underappreciated, you know, and very down.",275
i'm just feeling very overwhelmed with my workload and stupid people.,0,1,0,0,0,1,1,1,0,I'm just feeling very overwhelmed with my workload and frustrating people.,276
i'm not good at cooking but must cook sunday dinner.,0,1,1,1,0,0,1,0,0,I'm not good at cooking but must prepare Sunday dinner.,277
i'm not sleeping well,0,0,0,1,0,0,0,0,1,I am not sleeping well.,278
i'm not stressed right now,0,1,0,1,0,0,0,0,0,I am not stressed right now,279
i'm not sure what i can make other than pasta for dinner,0,1,1,0,0,0,0,0,1,I'm not sure what I can make other than pasta for dinner.,280
I'm officially off of work because of the Coronavirus,1,0,0,0,0,0,0,1,0,I am officially off work due to the Coronavirus.,281
I'm really kind of stressed about covid-19.,0,1,0,1,0,0,1,0,1,I'm really kind of stressed about covid-19.,282
I'm really stressed out by everything going on with COVID-19.,0,1,1,1,0,0,0,0,1,I'm really stressed out by everything going on with the current health situation.,283
i'm really worried about my appointment with dr. bean.,0,0,0,1,0,0,0,0,1,I'm really worried about my appointment with Dr. Bean.,284
i'm so stressed about my finances. i don't even know where to start,1,0,0,1,0,0,0,0,0,I am feeling very stressed about my finances. I don't even know where to start.,285
I'm so worried about getting sick or my husband getting sick.,0,0,0,0,0,1,1,0,1,I'm so worried about getting sick or my partner getting sick.,286
i'm sorry about your frustrations at work!,0,1,0,0,0,0,1,1,0,I'm sorry about your frustrations at work!,287
i'm stressed about a math quiz tomorrow.,0,0,0,0,1,0,0,0,0,I am stressed about a math quiz tomorrow.,288
i'm stressed about my new job. expectations are higher and i'm playing catch up.,1,0,0,0,0,0,0,1,0,I'm stressed about my new job. Expectations are higher and I'm playing catch up.,289
i'm stressed about work since we have a filing deadline next week.,0,0,0,1,0,0,1,1,0,I’m stressed about work since there is a filing deadline next week.,290
I'm stressed out about COVID-19 and its' impact on the US.,1,0,1,1,0,0,0,0,1,I'm stressed out about COVID-19 and its impact on my country.,291
i'm stressed out at work and need help,0,0,0,1,0,0,0,1,0,I am stressed at work and need help.,292
i'm stressed out thinking about work.,0,0,0,0,0,0,0,1,1,I'm stressed out thinking about work.,293
i'm stressing out about bills. how about you?,1,0,1,1,0,0,0,0,0,I'm stressing out about bills. How about you?,294
i'm studying for a high stakes exam,0,0,0,1,1,0,0,0,0,I am studying for an important exam.,295
Im sure you know already! The virus like everyone else!,1,1,1,0,0,0,0,0,1,I'm sure you know already! The virus like everyone else!,296
i'm thinking about how to save up money for the birth of my child.,1,0,0,0,0,1,1,0,0,I'm thinking about how to save up money for the birth of my child.,297
i'm tired,0,1,0,1,0,0,0,1,1,I am tired,298
i'm trying to find a job that can work around my son's work schedule.,0,0,0,0,0,1,0,1,0,I'm trying to find a job that can work around my child's work schedule.,299
i'm trying to make some meatloaf but i don't have most of the ingredients.,0,1,1,0,0,0,0,1,0,I’m trying to make some meatloaf but don’t have most of the ingredients.,300
im worried about asking for that raise at work,1,0,0,0,0,0,0,1,0,I am worried about asking for that raise at work.,301
i'm worried about money.,1,0,0,0,0,0,0,0,0,I am worried about money.,302
i'm worried about moving,0,1,0,0,0,0,1,0,1,I am worried about moving.,303
i'm worried about my daughter. i'm afraid she isn't taking school seriously.,0,0,0,0,1,1,0,0,0,I'm worried about my child. I'm afraid they aren't taking school seriously.,304
I'm worried about my parents catching this virus.,1,0,0,1,0,1,0,1,1,I'm worried about my family catching this virus.,305
i'm worried i'm not working hard enough,0,0,1,1,0,0,0,1,0,I'm worried I'm not working hard enough.,306
it is stressful now a days i am going through the test reading all the time,0,0,1,0,1,0,0,1,0,It is stressful nowadays; I am constantly going through the test readings.,307
it seems my kids are having trouble making friends,0,0,0,0,0,1,1,0,0,It seems my children are having trouble making friends.,308
it's been a long day and i'm looking forward to relaxing,0,1,0,0,0,0,0,1,0,It's been a long day and I am looking forward to relaxing.,309
it's been a pain to try and coordinate with everyone to figure out thanksgiving plans!,0,0,0,1,0,1,1,0,0,It's been difficult to coordinate with everyone to figure out holiday plans!,310
it's been really hard not having my own money since i took a leave of absence.,1,1,0,0,0,0,0,0,0,It's been really hard not having my own money since I took a leave of absence.,311
It's been stressful in these current times of pandemic.,0,1,0,1,0,0,1,0,1,It has been stressful during these recent times of the pandemic.,312
It's just the usual craziness at work.,0,0,0,1,0,0,0,1,0,It's just the usual craziness at work.,313
it's my job. i am being harassed and don't know what to do about it,1,0,1,0,0,0,0,1,0,It's my job. I am being harassed and don't know what to do about it.,314
it's usually work,0,1,0,0,0,0,0,1,0,it's usually work,315
I've been concerned about the Wuhan Flu.  I afraid some of my liberal friends might cath,0,0,0,0,0,0,1,0,1,I've been concerned about the flu. I am afraid some of my friends might catch it.,316
i've been dealing with my husband who is an alcoholic.,0,0,0,1,0,1,1,0,0,I've been dealing with my partner who is an alcoholic.,317
I've been getting stressed about this corona virus,1,0,1,1,0,0,0,0,1,I've been feeling stressed about this virus.,318
i've been having a hard time emotionally and financially lately.,1,0,0,1,0,0,0,0,0,I have been having a hard time emotionally and financially lately.,319
i've been having issues completing my thesis.,0,1,1,0,1,0,0,1,0,I have been having issues completing my thesis.,320
i've been looking for a job.,1,0,0,0,0,0,0,1,0,I have been looking for a job.,321
i've been looking for house plans to start building a house and it's very stressful.,1,1,1,0,0,0,0,0,0,"I have been looking for house plans to start building a house, and it is very stressful.",322
i've been really stressed about bills lately. i haven't been able to make enough money.,1,0,0,1,0,0,0,1,0,I have been really stressed about bills lately. I haven't been able to make enough money.,323
i've been really stressed about sean's anxiety lately.,0,0,0,1,0,1,1,0,1,I've been really stressed about my partner's anxiety lately.,324
I've been really stressed about the covid-19 issues that are going on,0,1,1,1,0,0,0,1,1,I've been really stressed about the covid-19 issues that are ongoing.,325
I've been recently stressing about the economy.,1,1,1,0,0,0,0,1,0,I've been recently stressing about the economy.,326
i've been sick lately and need to get to the store for more food.,0,0,1,0,0,0,0,0,1,I have been unwell lately and need to go to the store for more food.,327
I've been so stressed out about figuring out my next move.,1,0,1,1,0,0,0,1,0,I've been very stressed about figuring out my next move.,328
i've been stressed about graduate school applications,0,0,0,1,1,0,0,0,0,I have been stressed about graduate school applications.,329
i've been stressed about not being able to find a job.,1,0,0,1,0,0,0,1,0,I have been stressed about not being able to find employment.,330
I've been stressed about the coronavirus.,1,1,0,0,0,0,1,1,1,I’ve been stressed about the coronavirus.,331
I've been stressed out about my workload for my job.,1,0,0,1,0,0,0,1,0,I have been stressed out about my workload for my job.,332
i've been stressing about about my new job,0,0,0,0,0,0,0,1,0,I have been stressing about my new job.,333
I've been stressing about COVID. I hope I keep my job.,1,0,0,0,0,0,1,1,1,I've been stressing about COVID. I hope I keep my job.,334
ive been struggling to get my bills paid,1,0,0,0,0,0,0,0,0,I have been struggling to get my bills paid.,335
i've been super stressed out at work lately.,0,0,0,0,0,0,0,1,0,I have been very stressed at work lately.,336
i've been wondering if i should apply for promotion at work or not.,1,0,0,1,0,1,1,1,0,I have been wondering if I should apply for a promotion at work or not.,337
i've been working a lot of overtime.,0,1,0,0,0,0,0,1,0,I have been working a lot of overtime.,338
